Car_id,Date,Customer Name,Gender,Annual Income,Price ($)
45,01-03-2022,Aisha,Male,575000,36001
46,01-03-2022,Aissatou,Male,566000,12000
47,01-03-2022,Alana,Male,1250000,21001
48,01-03-2022,Chloe,Male,730000,29000
49,01-03-2022,Valentine,Male,4060000,20000
50,01-03-2022,Aurore,Male,13500,22000
51,01-03-2022,Nikita,Male,1180000,31000
52,01-03-2022,Justine,Male,1360000,27000
53,01-03-2022,Sylvia,Female,640000,33000
54,01-03-2022,Chloe,Male,615000,14000
55,01-03-2022,Tamar,Male,520000,17000
56,01-04-2022,Hazel,Male,1876000,25600
57,01-04-2022,Heaven,Male,13500,17000
58,01-04-2022,Heidi,Male,13500,21000
59,01-04-2022,Hershy,Male,890000,12000
60,01-04-2022,Hudson,Male,1800000,17000
61,01-04-2022,Amare,Male,1330000,36000
62,01-04-2022,Alexandria,Male,393000,17000
63,01-04-2022,Alexis,Male,440000,41000
64,01-04-2022,Alyssa,Female,280000,14000
65,01-04-2022,Coline,Male,1151000,31100
66,01-04-2022,Annaelle,Male,1650000,61000
67,01-04-2022,Anais,Male,13500,26000
68,01-04-2022,Taylor,Male,895000,12000
69,01-04-2022,Tessa,Female,660000,42000
70,01-04-2022,Toby,Male,13500,21000
71,01-05-2022,Heidy,Male,1636000,22600
72,01-05-2022,Helen,Female,1000000,45000
73,01-05-2022,Imani,Female,745000,25000
74,01-05-2022,Ingrid,Male,300000,62000
75,01-05-2022,Irene,Male,1097000,22700
76,01-05-2022,Iris,Female,542000,45000
77,01-05-2022,Hunter,Male,1200000,17000
78,01-05-2022,James,Male,490000,49000
79,01-05-2022,Ilan,Male,410000,15000
80,01-05-2022,Isaac,Male,930000,28000
81,01-05-2022,Aaron,Male,480000,46000
82,01-05-2022,Israel,Female,1360000,43000
83,01-05-2022,Amara,Male,2200000,41000
84,01-05-2022,Amaya,Female,1100000,45000
85,01-05-2022,Amelia,Male,13500,22001
86,01-05-2022,Amia,Male,1700000,25001
87,01-05-2022,Amina,Male,1908000,12800
88,01-05-2022,Aminata,Male,13500,26000
89,01-05-2022,Alizee,Male,13500,18000
90,01-05-2022,Caroline,Male,2550000,19000
91,01-05-2022,Wadia,Male,1245000,22500
92,01-05-2022,Mauricio,Male,13500,21001
93,01-05-2022,Maximilian,Male,1115000,46500
94,01-05-2022,Elisa,Male,13500,16000
95,01-05-2022,Tzipora,Male,2110000,39000
96,01-05-2022,Tziporah,Female,13500,19000
97,01-05-2022,Tzippy,Male,1050000,26000
98,01-05-2022,Tzivia,Male,13500,43000
99,01-05-2022,Valentina,Female,13500,54000
100,01-05-2022,Valerie,Male,320000,22000
101,01-06-2022,Isabel,Male,13500,16001
102,01-06-2022,Isabela,Female,760000,16001
103,01-06-2022,Ivan,Male,1390000,12000
104,01-06-2022,Abel,Male,659000,38000
105,01-06-2022,Amira,Male,1330000,42000
106,01-06-2022,Amirah,Male,13500,21000
107,01-06-2022,Mathias,Female,13500,49000
108,01-06-2022,Noel,Male,1362000,21200
109,01-06-2022,Vanessa,Male,480000,71000
110,01-06-2022,Vera,Female,365000,17000
111,01-09-2022,Isabella,Female,481000,57001
112,01-09-2022,Isabelle,Male,700000,62001
113,01-09-2022,Isis,Male,1350000,69001
114,01-09-2022,Itzel,Male,750000,20001
115,01-09-2022,Yadiel,Male,451000,27000
116,01-09-2022,Joseph,Female,650000,49000
117,01-09-2022,Jake,Male,700000,49000
118,01-09-2022,James,Female,13500,12000
119,01-09-2022,Amiya,Female,1220000,25000
120,01-09-2022,Amiyah,Male,1300000,42000
121,01-09-2022,Angelina,Male,470000,19000
122,01-09-2022,Aniya,Female,1167500,26750
123,01-09-2022,Benott,Male,3000000,31000
124,01-09-2022,Lucas,Male,1900000,49000
125,01-09-2022,Clara,Female,1690000,15000
126,01-09-2022,Clara,Male,2800000,26000
127,01-09-2022,Alexis,Male,642000,17000
128,01-09-2022,Veronika,Female,705000,24000
129,01-09-2022,Victoria,Male,670000,19000
130,01-09-2022,Violet,Male,13500,20000
131,01-10-2022,Izabella,Female,1985000,28501
132,01-10-2022,Jason,Male,1275000,15500
133,01-10-2022,Aniyah,Male,13500,20000
134,01-10-2022,Elise,Male,1650000,29000
135,01-10-2022,Vivian,Male,520500,12500
136,01-12-2022,Jacqueline,Female,500000,16001
137,01-12-2022,Jada,Male,1172500,27250
138,01-12-2022,Jade,Male,441000,11000
139,01-12-2022,Jaelynn,Male,1310000,22001
140,01-12-2022,Jamie,Male,13500,22000
141,01-12-2022,Janelle,Male,1200000,22000
142,01-12-2022,Jasper,Male,1680000,18000
143,01-12-2022,Jayden,Male,1340000,27000
144,01-12-2022,Jesse,Female,901000,25000
145,01-12-2022,Joel,Female,849500,26500
146,01-12-2022,John,Male,13500,69000
147,01-12-2022,Jonah,Female,1071500,14150
148,01-12-2022,Annabelle,Male,1740000,28000
149,01-12-2022,Aria,Male,13500,43000
150,01-12-2022,Ariana,Male,1700000,25000
151,01-12-2022,Arianna,Male,1100000,12000
152,01-12-2022,Ariel,Male,13500,39000
153,01-12-2022,Arielle,Male,2155000,60500
154,01-12-2022,Louane,Male,13500,16000
155,01-12-2022,Nina,Male,13500,19000
156,01-12-2022,Laurine,Male,661000,44000
157,01-12-2022,Noah,Female,13500,71000
158,01-12-2022,Arthur,Male,13500,25000
159,01-12-2022,Romain,Male,2750000,18000
160,01-12-2022,Vivienne,Male,13500,22000
161,01-12-2022,Gurdeniz,Male,13500,41000
162,01-12-2022,Anais,Female,13500,49000
163,01-12-2022,Yael,Male,950000,19000
164,01-12-2022,Yasmine,Female,715000,21000
165,01-12-2022,Matheo,Female,13500,22000
166,13-01-2022,Jaslene,Female,847000,16000
167,13-01-2022,Jasmin,Female,13500,45000
168,13-01-2022,Jasmine,Male,1176500,11650
169,13-01-2022,Jayda,Male,955000,26000
170,13-01-2022,Jonathan,Male,800000,36000
171,13-01-2022,Jordan,Male,13500,82000
172,13-01-2022,Joseph,Female,13500,24000
173,13-01-2022,Allison,Male,626800,11800
174,13-01-2022,Ashley,Male,2115000,27500
175,13-01-2022,Aubree,Male,2810000,36000
176,13-01-2022,Aubrey,Male,13500,20000
177,13-01-2022,Autumn,Male,13500,17000
178,13-01-2022,Victor,Male,1589000,16900
179,13-01-2022,Ludivine,Male,1385000,46500
180,13-01-2022,Anais,Male,2000000,14000
181,13-01-2022,Luckas,Male,951000,16000
182,13-01-2022,Victor,Male,1390000,22000
183,13-01-2022,Yitty,Male,2320000,20000
184,13-01-2022,Yocheved,Female,2752000,14200
185,13-01-2022,Zissy,Male,655000,51000
186,17-01-2022,Jayla,Male,890000,19000
187,17-01-2022,Jaylah,Male,1330000,31000
188,17-01-2022,Jayleen,Male,13500,32000
189,17-01-2022,Jaylene,Male,900000,31000
190,17-01-2022,Judah,Male,570000,14000
191,17-01-2022,Jude,Male,715000,25000
192,17-01-2022,Julian,Female,630000,46000
193,17-01-2022,Justin,Female,700500,39500
194,17-01-2022,Ava,Male,2130000,39000
195,17-01-2022,Avery,Male,13500,31000
196,17-01-2022,Bella,Male,2950000,41000
197,17-01-2022,Blessing,Male,2150000,22000
198,17-01-2022,Angele,Female,1700000,22000
199,17-01-2022,Mathis,Male,13500,41000
200,17-01-2022,Evann,Male,1540000,21000
201,17-01-2022,Gael,Male,1300000,26000
202,17-01-2022,Zoe,Male,960000,31000
203,17-01-2022,Zoey,Male,13500,19000
204,17-01-2022,Aarav,Male,1810000,13000
205,17-01-2022,Mathis,Male,1130000,33000
206,19-01-2022,Jaylin,Male,1090000,61000
207,19-01-2022,Jaylyn,Male,500000,21000
208,19-01-2022,Kacper,Female,1700000,16000
209,19-01-2022,Kai,Male,860000,15000
210,19-01-2022,Brianna,Male,13500,27000
211,19-01-2022,Brielle,Male,2035000,13500
212,19-01-2022,Hugo,Male,1372500,9250
213,19-01-2022,Kassandra,Male,1800000,31000
214,19-01-2022,Abdul,Male,1250000,32000
215,19-01-2022,Abdullah,Male,1175000,29500
216,21-01-2022,Jazlyn,Male,1100000,14000
217,21-01-2022,Jazmin,Male,1315000,18501
218,21-01-2022,Jazmine,Female,480000,17001
219,21-01-2022,Jennifer,Female,423500,12500
220,21-01-2022,Jessica,Female,13500,21000
221,21-01-2022,Kenneth,Male,13500,62000
222,21-01-2022,Kevin,Male,653000,11000
223,21-01-2022,Kieran,Male,13500,20000
224,21-01-2022,Kyle,Male,2862000,21200
225,21-01-2022,Landon,Male,2180000,29000
226,21-01-2022,Brooke,Male,13500,17000
227,21-01-2022,Brooklyn,Male,1500000,27000
228,21-01-2022,Cali,Male,1190000,36000
229,21-01-2022,Chanel,Female,920000,19000
230,21-01-2022,Charlotte,Male,320000,18000
231,21-01-2022,Oliver,Male,690000,15000
232,21-01-2022,Owen,Male,13500,24000
233,21-01-2022,Tomy,Male,905000,16000
234,21-01-2022,Timothe,Male,13500,29000
235,21-01-2022,Leo,Female,1180000,19000
236,21-01-2022,Adam,Male,800000,22000
237,21-01-2022,Aditya,Male,1225000,23500
238,21-01-2022,Adrian,Female,1200000,36000
239,21-01-2022,Ahmed,Male,13500,19000
240,21-01-2022,Mathis,Male,1350000,53000
241,23-01-2022,Jimena,Male,426000,28000
242,23-01-2022,Jocelyn,Male,1447500,60750
243,23-01-2022,Alana,Male,770000,42000
244,23-01-2022,Leo,Male,1610000,31000
245,23-01-2022,Chelsea,Female,1540000,62000
246,23-01-2022,Chloe,Male,1285000,39500
247,23-01-2022,Pablo,Male,1400000,24001
248,23-01-2022,Matthieu,Male,1200000,15000
249,23-01-2022,Aiden,Male,1720000,19000
250,23-01-2022,Mary,Female,600000,35000
251,24-01-2022,Johanna,Male,457000,21000
252,24-01-2022,Leon,Male,2450000,20000
253,24-01-2022,Christina,Male,1975000,18500
254,24-01-2022,Gwendoline,Female,860000,45000
255,24-01-2022,Alex,Male,944000,12000
256,26-01-2022,Joselyn,Male,1135000,21500
257,26-01-2022,Leonardo,Female,2210000,17000
258,26-01-2022,Dakota,Male,316000,46000
259,26-01-2022,Malik,Male,1151000,41100
260,26-01-2022,Alexander,Male,1385000,22500
261,27-01-2022,Julia,Female,700000,9000
262,27-01-2022,Juliana,Male,1542000,20200
263,27-01-2022,Julianna,Female,962000,59000
264,27-01-2022,Juliet,Male,1290000,22000
265,27-01-2022,Lev,Male,2250000,57000
266,27-01-2022,Levi,Female,2155000,25500
267,27-01-2022,Liam,Male,13500,18000
268,27-01-2022,Lipa,Female,13500,27000
269,27-01-2022,Danielle,Female,807000,22000
270,27-01-2022,Destiny,Female,825000,82000
271,27-01-2022,Egypt,Female,720000,15000
272,27-01-2022,Eliana,Female,850000,31000
273,27-01-2022,Felix,Male,1130000,13000
274,27-01-2022,Julien,Male,13500,17000
275,27-01-2022,Gabrielle,Male,1370000,46000
276,27-01-2022,Emeline,Male,1311000,19100
277,27-01-2022,Ali,Female,1280000,10000
278,27-01-2022,Allen,Male,2000000,42000
279,27-01-2022,Alvin,Female,13500,18000
280,27-01-2022,Andrew,Male,650000,25000
281,28-01-2022,Juliette,Male,1290000,22000
282,28-01-2022,Logan,Male,13500,25000
283,28-01-2022,Elizabeth,Female,911000,23000
284,28-01-2022,Theo,Male,1150000,33000
285,28-01-2022,Andy,Male,655000,25000
286,30-01-2022,Julissa,Male,470000,43000
287,30-01-2022,Kaelyn,Male,1180000,21001
288,30-01-2022,Kailey,Male,1195000,11501
289,30-01-2022,Lorenzo,Female,1420000,32000
290,30-01-2022,Louis,Male,13500,20000
291,30-01-2022,Luca,Male,13500,9000
292,30-01-2022,Ella,Male,916000,29000
293,30-01-2022,Emily,Female,592000,17000
294,30-01-2022,Emma,Male,750000,27000
295,30-01-2022,Cedric,Male,1900000,54000
296,30-01-2022,Hugo,Female,1410000,33000
297,30-01-2022,Rafael,Male,1125000,27500
298,30-01-2022,Anson,Female,580000,14000
299,30-01-2022,Anthony,Male,710000,41000
300,30-01-2022,Arjun,Female,335000,22000
301,31-01-2022,Kailyn,Female,13500,24000
302,31-01-2022,Kaitlyn,Male,1012500,24250
303,31-01-2022,Kamila,Female,970000,37000
304,31-01-2022,Lucas,Female,1495000,54500
305,31-01-2022,Luka,Male,13500,46000
306,31-01-2022,Lukas,Male,13500,37000
307,31-01-2022,Eva,Female,922000,26000
308,31-01-2022,Faith,Female,1130000,21000
309,31-01-2022,Fanta,Female,13500,41000
310,31-01-2022,Matheo,Male,1090000,12000
311,31-01-2022,Clemence,Male,630100,25100
312,31-01-2022,Calista,Male,1350000,34000
313,31-01-2022,Armaan,Male,1330000,34000
314,31-01-2022,Noa,Female,591000,39000
315,31-01-2022,Austin,Male,13500,33000
316,02-03-2022,Karen,Male,1030000,33000
317,02-03-2022,Karla,Female,13500,18000
318,02-03-2022,Kate,Female,927000,21000
319,02-03-2022,Katelyn,Male,840000,39000
320,02-03-2022,Katelynn,Male,730000,25000
321,02-03-2022,Katherine,Male,770000,46000
322,02-03-2022,Luke,Female,1125000,13500
323,02-03-2022,Maksim,Female,995000,21000
324,02-03-2022,Marc,Male,13500,13000
325,02-03-2022,Marco,Female,13500,43000
326,02-03-2022,Marcus,Male,1100000,22000
327,02-03-2022,Mark,Male,13500,26000
328,02-03-2022,Fatima,Female,13500,12000
329,02-03-2022,Fatou,Male,910000,22000
330,02-03-2022,Fatoumata,Male,1859000,21900
331,02-03-2022,Gabriella,Male,13500,45000
332,02-03-2022,Gabrielle,Male,1200000,71000
333,02-03-2022,Genesis,Male,13500,13000
334,02-03-2022,Camille,Male,1660000,14000
335,02-03-2022,Lou,Male,13500,13000
336,02-03-2022,Sarah,Female,13500,28000
337,02-03-2022,Arthur,Male,905000,14000
338,02-03-2022,Jeanne,Male,13500,31000
339,02-03-2022,Marion,Male,1152000,29200
340,02-03-2022,Ayaan,Male,550000,42000
341,02-03-2022,Helia,Female,13500,18000
342,02-03-2022,Benjamin,Male,936000,13000
343,02-03-2022,Benson,Female,580000,85000
344,02-03-2022,Brandon,Male,1900000,43000
345,02-03-2022,Brian,Male,1605000,43500
346,02-06-2022,Katie,Male,13500,36000
347,02-06-2022,Kayla,Male,603000,16000
348,02-06-2022,Kaylee,Male,700000,31000
349,02-06-2022,Kayleen,Male,600000,16000
350,02-06-2022,Kayleigh,Male,500000,14000
351,02-06-2022,Kaylie,Female,420000,24000
352,02-06-2022,Kaylin,Female,500000,39000
353,02-06-2022,Keily,Female,1035000,14500
354,02-06-2022,Kelly,Female,960000,20000
355,02-06-2022,Alexandra,Male,2345000,16500
356,02-06-2022,Mason,Male,512000,31000
357,02-06-2022,Mateo,Male,820000,21000
358,02-06-2022,Matteo,Male,1050000,21000
359,02-06-2022,Matthew,Male,1326000,85600
360,02-06-2022,Lily,Female,1800000,23000
361,02-06-2022,Maxim,Male,730000,21000
362,02-06-2022,Maximilian,Male,880000,24000
363,02-06-2022,Maximus,Male,925000,22000
364,02-06-2022,Gianna,Male,480000,25000
365,02-06-2022,Grace,Female,1835000,22500
366,02-06-2022,Hailey,Male,13500,19000
367,02-06-2022,Hannah,Female,13500,27000
368,02-06-2022,Harmony,Male,13500,18000
369,02-06-2022,Hawa,Female,13500,75000
370,02-06-2022,Heaven,Male,1635000,71500
371,02-06-2022,Hope,Male,1705000,61500
372,02-06-2022,Imani,Male,1005000,21500
373,02-06-2022,Gabrielle,Male,920000,25000
374,02-06-2022,Marc,Female,840000,29000
375,02-06-2022,Baptiste,Male,728000,12000
376,02-06-2022,Aidan,Male,980000,23000
377,02-06-2022,Valentin,Male,1900000,19000
378,02-06-2022,Ophelie,Male,1325000,19500
379,02-06-2022,Corentin,Male,1200000,21000
380,02-06-2022,Alexandre,Male,13500,20000
381,02-06-2022,Alan,Male,610000,29001
382,02-06-2022,Bryan,Male,1415000,25500
383,02-06-2022,Faustine,Male,685000,19000
384,02-06-2022,Calvin,Female,637000,24000
385,02-06-2022,Valentin,Female,570000,20000
386,02-06-2022,Charles,Male,926000,19000
387,02-06-2022,Christian,Male,610000,37000
388,02-06-2022,Christopher,Female,700000,17000
389,02-06-2022,Cody,Male,1525000,29500
390,02-06-2022,Connor,Male,1900000,46000
391,02-07-2022,Keyla,Female,960000,45000
392,02-07-2022,Khloe,Male,720000,25000
393,02-07-2022,Alina,Male,13500,25000
394,02-07-2022,Mayer,Male,715000,14000
395,02-07-2022,Isabella,Male,852000,19000
396,02-07-2022,Isabelle,Male,690000,12000
397,02-07-2022,Quentin,Male,1030000,17000
398,02-07-2022,Manon,Male,3200000,26000
399,02-07-2022,Daniel,Male,13500,27000
400,02-07-2022,Danny,Male,13500,19000
401,02-08-2022,Kiara,Male,785000,29000
402,02-08-2022,Kimberly,Male,725000,14000
403,02-08-2022,Krystal,Male,450000,60000
404,02-08-2022,Kylee,Male,515000,14000
405,02-08-2022,Meilech,Male,840500,22500
406,02-08-2022,Meir,Male,810000,22000
407,02-08-2022,Menachem,Male,1600000,24000
408,02-08-2022,Menashe,Male,1325000,43500
409,02-08-2022,Jada,Male,13500,29000
410,02-08-2022,Jade,Male,13500,42000
411,02-08-2022,Janelle,Male,2120000,19000
412,02-08-2022,Jasmine,Male,405000,14000
413,02-08-2022,Anna,Female,1450000,18000
414,02-08-2022,Clemet,Male,550000,9000
415,02-08-2022,Alex,Male,380000,26000
416,02-08-2022,Jules,Male,2830000,13000
417,02-08-2022,Darren,Male,13500,24000
418,02-08-2022,David,Male,454000,46000
419,02-08-2022,Derek,Male,562000,39000
420,02-08-2022,Devin,Male,1000000,24000
421,02-09-2022,Kylie,Female,680000,19000
422,02-09-2022,Laila,Male,530000,28001
423,02-09-2022,Laura,Male,895000,60001
424,02-09-2022,Lauren,Female,600000,22001
425,02-09-2022,Layla,Male,805000,22001
426,02-09-2022,Mendel,Male,3150000,22000
427,02-09-2022,Mendy,Male,1285000,21500
428,02-09-2022,Micah,Male,685000,25000
429,02-09-2022,Michael,Male,878000,85000
430,02-09-2022,Miles,Male,957000,21000
431,02-09-2022,Jayda,Male,2100000,24000
432,02-09-2022,Jayla,Male,13500,44000
433,02-09-2022,Jordan,Male,1435000,31500
434,02-09-2022,Jordyn,Male,1020000,46000
435,02-09-2022,Journee,Male,1041000,22100
436,02-09-2022,Manon,Male,2260000,21000
437,02-09-2022,Luca,Male,13500,14000
438,02-09-2022,Florian,Female,13500,18000
439,02-09-2022,Chloe,Male,2060000,16000
440,02-09-2022,Godard,Male,1650000,18000
441,02-09-2022,Dylan,Female,985000,36000
442,02-09-2022,Eason,Male,820000,10000
443,02-09-2022,Loreley,Female,591000,45000
444,02-09-2022,Edwin,Male,800000,45000
445,02-09-2022,Elijah,Male,1501000,21100
446,02-10-2022,Lea,Female,760000,28001
447,02-10-2022,Milo,Female,1200000,25000
448,02-10-2022,Journey,Male,565000,26000
449,02-10-2022,Luca,Male,13500,15000
450,02-10-2022,Theo,Male,13500,21000
451,14-02-2022,Leah,Male,752000,31001
452,14-02-2022,Leila,Female,580000,21001
453,14-02-2022,Leilani,Female,725000,22001
454,14-02-2022,Lesley,Female,758000,38000
455,14-02-2022,Leslie,Male,440000,26000
456,14-02-2022,Lesly,Female,970000,29000
457,14-02-2022,Leyla,Male,755000,31000
458,14-02-2022,Mohamed,Female,13500,21000
459,14-02-2022,Mohammed,Female,862000,62000
460,14-02-2022,Moishe,Male,1236000,36600
461,14-02-2022,Mordechai,Male,13500,20000
462,14-02-2022,Morris,Male,1750000,53000
463,14-02-2022,Allison,Male,1005000,27500
464,14-02-2022,Moshe,Male,2010000,31000
465,14-02-2022,Joy,Male,2250000,27000
466,14-02-2022,Kadiatou,Male,900000,44000
467,14-02-2022,Kaitlyn,Female,800000,19000
468,14-02-2022,Kali,Female,1135000,53500
469,14-02-2022,Kayla,Male,1490000,45000
470,14-02-2022,Kaylee,Male,13500,20000
471,14-02-2022,Kelsey,Male,1230000,19000
472,14-02-2022,Jeremy,Male,1650000,25000
473,14-02-2022,Vanessa,Male,13500,16000
474,14-02-2022,Baruch,Male,685000,42000
475,14-02-2022,Sohane,Male,561000,33000
476,14-02-2022,Pauline,Male,13500,26000
477,14-02-2022,Dilhan,Female,830000,19000
478,14-02-2022,Samuel,Male,424000,31000
479,14-02-2022,Eric,Male,1663000,49300
480,14-02-2022,Luka,Male,1415000,17500
481,14-02-2022,Evan,Male,13500,25000
482,14-02-2022,Farhan,Male,660000,45000
483,14-02-2022,Felix,Male,13500,25000
484,14-02-2022,Gabriel,Male,13500,17000
485,14-02-2022,Gavin,Female,663500,21500
486,15-02-2022,Lia,Female,985000,26001
487,15-02-2022,Liana,Male,700000,22001
488,15-02-2022,Liliana,Female,509500,23501
489,15-02-2022,Lily,Male,830000,61000
490,15-02-2022,Lindsay,Male,462500,13500
491,15-02-2022,Lizbeth,Male,670000,24000
492,15-02-2022,London,Male,675000,24000
493,15-02-2022,Lucia,Male,1042000,21200
494,15-02-2022,Gabriella,Male,1560000,21000
495,15-02-2022,Georgia,Male,830000,33000
496,15-02-2022,Nathan,Female,1480000,21000
497,15-02-2022,Nathaniel,Male,1682000,9200
498,15-02-2022,Nicholas,Male,13500,16000
499,15-02-2022,Nico,Male,13500,29000
500,15-02-2022,Nicolas,Male,13500,36000
501,15-02-2022,Nikolas,Male,13500,62000
502,15-02-2022,Kennedy,Male,1050000,14000
503,15-02-2022,Khadijah,Female,13500,12000
504,15-02-2022,Khloe,Male,1005000,26500
505,15-02-2022,Kiara,Male,1316500,22650
506,15-02-2022,Kimora,Female,1045000,57500
507,15-02-2022,Kristen,Male,1495000,15500
508,15-02-2022,Kyla,Male,1126000,39600
509,15-02-2022,Kylee,Female,1320000,25000
510,15-02-2022,Youcef,Male,1750000,14000
511,15-02-2022,Lylia,Female,995000,24000
512,15-02-2022,Tony,Male,1320000,12000
513,15-02-2022,Theo,Male,350000,14000
514,15-02-2022,Lilou,Male,1250000,42000
515,15-02-2022,Brady,Male,1275000,12500
516,15-02-2022,Bastien,Male,975000,61000
517,15-02-2022,Brandon,Male,13500,46000
518,15-02-2022,George,Male,1631000,28100
519,15-02-2022,Baptiste,Female,1260000,22000
520,15-02-2022,Hayden,Male,2450000,49000
521,15-02-2022,Henry,Male,399000,14000
522,15-02-2022,Ian,Male,1240000,21000
523,15-02-2022,Ibrahim,Female,727500,9500
524,15-02-2022,Isaac,Male,13500,20000
525,15-02-2022,Ishaan,Female,965000,39000
526,16-02-2022,Luna,Male,910000,22000
527,16-02-2022,Luz,Male,773000,31000
528,16-02-2022,Madeline,Female,715000,29000
529,16-02-2022,Noah,Male,13500,15000
530,16-02-2022,Noam,Male,13500,20000
531,16-02-2022,Nolan,Male,915000,19000
532,16-02-2022,Kylie,Male,822000,22000
533,16-02-2022,Laila,Male,770000,12000
534,16-02-2022,Lailah,Female,13500,14000
535,16-02-2022,Elea,Female,494000,25000
536,16-02-2022,Sarah,Male,580000,17000
537,16-02-2022,Declan,Male,825000,39000
538,16-02-2022,Ivan,Female,2530000,19000
539,16-02-2022,Jack,Female,1930000,16000
540,16-02-2022,Jackson,Male,840000,21000
541,18-02-2022,Madelyn,Male,810000,41000
542,18-02-2022,Madison,Male,715000,26000
543,18-02-2022,Makayla,Male,790000,9000
544,18-02-2022,Nosson,Male,781000,14000
545,18-02-2022,Kaylee,Male,1627000,16700
546,18-02-2022,Omar,Male,13500,15000
547,18-02-2022,Lauren,Male,13500,27000
548,18-02-2022,Lauryn,Male,13500,41000
549,18-02-2022,Layla,Female,13500,31000
550,18-02-2022,Morgane,Male,1160000,22000
551,18-02-2022,Eren-Kaan,Male,325000,45000
552,18-02-2022,Kyle,Male,745000,21000
553,18-02-2022,Jacky,Male,560000,49000
554,18-02-2022,Jacob,Female,13500,54000
555,18-02-2022,Jaden,Male,900000,21000
556,20-02-2022,Maria,Female,460000,20000
557,20-02-2022,Mariah,Male,540000,17000
558,20-02-2022,Oscar,Male,875000,27000
559,20-02-2022,Owen,Female,13500,22000
560,20-02-2022,Leah,Male,13500,12000
561,20-02-2022,Leilani,Male,890000,25000
562,20-02-2022,Osman,Male,2350000,62000
563,20-02-2022,Oceane,Male,13500,22000
564,20-02-2022,Jake,Female,680500,69500
565,20-02-2022,James,Male,902000,36000
566,21-02-2022,Mariana,Male,825000,18001
567,21-02-2022,Marilyn,Male,685000,17000
568,21-02-2022,Parker,Male,1300000,33000
569,21-02-2022,Patrick,Female,595000,12000
570,21-02-2022,Lillian,Female,1190000,22000
571,21-02-2022,Logan,Female,1100000,19000
572,21-02-2022,Miles,Male,13500,21000
573,21-02-2022,Musa,Male,752000,20000
574,21-02-2022,Jason,Male,825000,22000
575,21-02-2022,Jay,Female,801000,12000
576,22-02-2022,Marisol,Female,445000,20000
577,22-02-2022,Paul,Male,1430000,19000
578,22-02-2022,London,Male,765000,61000
579,22-02-2022,Reda,Male,760000,16000
580,22-02-2022,Jayden,Male,668500,45500
581,23-02-2022,Maya,Male,805000,31000
582,23-02-2022,Megan,Male,510000,27000
583,23-02-2022,George,Male,1006000,15601
584,23-02-2022,Philip,Male,480000,45000
585,23-02-2022,Londyn,Female,860000,53000
586,23-02-2022,Lyric,Female,835000,17000
587,23-02-2022,Alexandra Filipa,Male,815000,57000
588,23-02-2022,Lea,Male,505000,62000
589,23-02-2022,Jeffrey,Male,1165000,42500
590,23-02-2022,Jeremy,Female,390000,11000
591,25-02-2022,Melanie,Male,612000,26000
592,25-02-2022,Melany,Male,662000,22000
593,25-02-2022,Pinchas,Male,13500,12000
594,25-02-2022,Pinchus,Female,965000,20000
595,25-02-2022,Mackenzie,Male,881000,16000
596,25-02-2022,Madison,Male,850000,18000
597,25-02-2022,Kadir,Male,580000,69000
598,25-02-2022,Maksum,Male,603000,20000
599,25-02-2022,Jerry,Male,890500,22500
600,25-02-2022,Jia,Male,13500,14000
